,rating,restId,text,type
22,2.0,YufWhkZQPC6As55MuXTU8g,The garlic beef was edible.. that's about as much as I would give this establishment. Workers eating and coughing in the back in plain view. The hostess was awesome!,chinese
23,3.0,YufWhkZQPC6As55MuXTU8g,"This place is right next door to the Carrick Shop n Save if anyone is ever looking for it.  I never really go inside, just mostly have had delivery.  They deliver with a minimum $10 order.   My orders have always been precise and timely.  It's a normal decent tasting Chinese restaurant.  The crab Rangoons are very tasty here though.  You really can't go wrong with the prices and they always honor the coupons on the front of the menu when you mention them.  I'm not the most adventurous when it comes to Chinese food, but the General Tso's, Sweet & Sour Chicken & the Lo Mein are always good.",chinese
24,5.0,YufWhkZQPC6As55MuXTU8g,My household and I order delivery from this restaurant about twice a month. The food is always consistently good and fresh! The portions are great considering I always have enough for lunch the next day.,chinese
25,4.0,Ef9crW61OYp2UJ0ysi3nEw,"Great coupons, good prices, and yummy food just not much of a selection compared to other local restaurants AND they don't deliver. 

That said, the low mein is decent and the beef and mushrooms is excellent. The free general tsos is a hit or miss.",chinese
26,1.0,Ef9crW61OYp2UJ0ysi3nEw,Kinda nasty!!!!  I order the roasted pork lo mein to go - had to throw it out!!!  Definitely won't be back!!!,chinese
27,5.0,Ef9crW61OYp2UJ0ysi3nEw,"Excellent food- this is the only Chinese place I order from now.
Free egg rolls with your order.",chinese
28,1.0,Ef9crW61OYp2UJ0ysi3nEw,"This place is HORRENDOUS! Yuck yuck yuck!!! It's filthy! Roach infested! The food is DISGUSTING!!!The owners are rude! 
I truly do not know how they stay in business!
If you want DELICIOUS Chinese take- out,order from Wang's Kitchen!",chinese
29,5.0,Ef9crW61OYp2UJ0ysi3nEw,"THIS PLACE IS AWESOME!!! It have the must delicious Chinese food I ever got.For example,the General 'Tso Chicken. I lOVE them.",chinese
30,4.0,5wr_UtUUdF8L2UlaD1DhNQ,"Let me start by saying that I am easily grossed out by gooey or soggy chinese food. I have had take out from here 10+ times over the past two years. It is ALWAYS cooked well and consistently flavored. The fried rice is better than most fancy chinese places that I have been. I always order the chicken and broccoli. My only complaint is that the meals come with steamed rice and instead of an upgrade to fried rice you have to buy a container of it. 

The broccoli is always very crunchy and fresh and the chicken is cut thin and flavorful. The brown sauce is not thick, which I like. The serving size is massive and I always get at least two meals out of my order. The price is pretty reasonable considering the portion sizes and quality. We ordered my meal, my bfs general tsos, fried rice, and 2 egg rolls for $25. If you can get past the hole in the wall appearance, this is the place to get takeout!",chinese
31,2.0,5wr_UtUUdF8L2UlaD1DhNQ,"I've eaten at this place numerous times. Don't get me wrong the food always tastes good but how it's prepared is just ridiculous! 
I got steamed dumplings and I swear it was like I ate a dough ball with little meat. I had to throw most of them away.
I got shrimp with snow peas and barely had any shrimp but a crap ton of chess nuts which I'm not a big fan of. 
Then every time I order a shrimp roll the proportion of the rooms are inconsistent. Last one I ordered was small other times they were big. 
Also I go an order of Crispy shrimp which the shrimp were coated with a ton a dough again.",chinese
32,1.0,5wr_UtUUdF8L2UlaD1DhNQ,I called to see if they deliver the man that answered the phone was very rude mumbled something then hung up on me before I could say anything!,chinese
33,5.0,5wr_UtUUdF8L2UlaD1DhNQ,"We love their food, my wife orders there quite often I love it we always ask for extra extra hot spicy that his brings out the flavor never had a bad meal there yet in the last 10 years great people",chinese
34,3.0,5wr_UtUUdF8L2UlaD1DhNQ,Not sure what happened to Rice King. For a long time the food was great.  But in the last year it has really gone down hill.,chinese
35,5.0,BpU9-wcOWyKcVtkvnfRazA,This place is great. It's exactly what you want in a food court that caters to the lunch crowd: delicious food at a good price. Topping it off is sincerely kind customer service.,chinese
36,1.0,BpU9-wcOWyKcVtkvnfRazA,Ordered 2 basics- an egg roll and lo mien.  The egg roll was steaming hot and the outside was crispy & perfect... but there was nothing but filler inside.  I also ordered the lo mien- they were out so she offered to make it fresh... bad choice!  I've never had lo mein this soggy before.  Tastes like it was swimming in water in the wok.  I won't be back here...  Ever...,chinese
37,1.0,BpU9-wcOWyKcVtkvnfRazA,This place is gross- my lo mien was soggy and had no flavor. Shrimp were small and no seasoning . I will never go to this place again .,chinese
38,1.0,BpU9-wcOWyKcVtkvnfRazA,Worst general tsos chicken I've ever had. There was some weird watery sauce on it that tasted like nothing I've ever had before. The awful taste lingered in my mouth for 5 hours or so. I took 2 bites and had to throw this garbage away. I will probably be scarred from this experience for a few months now. Your chicken gave me PTSD.,chinese
39,1.0,BpU9-wcOWyKcVtkvnfRazA,"Terrible. Asked for chicken teriyaki, no veggies, steamed rice with extra sauce. Got the combo with a egg roll and drink. Got over cooked rice, 1 tiny scoop of chicken, veggies, no extra sauce, and a dry egg roll. Asked for regular snapple,  got raspberry. Will not go there again.",chinese
40,3.0,-UjCvAsvBOr19y8lqPueiQ,"This place really isn't that horrible. I ordered their general tso's chicken and their mixed vegetables with garlic sauce. The general tso's chicken was a little too hard but the flavor was good. The mixed vegetables with garlic sauce was SUPER DELICIOUS; they give you a lot of veggies too!

The prices here are pretty typical of Chinese-American restaurants. They've also got lunch specials and combination specials too. Definitely very affordable and the woman who was working was very nice and patient with us while we were deciding what we wanted to order. The food came out in less than 10 minutes and piping hot, so that was very nice. 

All in all, if I was craving some quick Chinese food in the east liberty/bakery square area, this place is a decent option.",chinese
41,1.0,-UjCvAsvBOr19y8lqPueiQ,"The food is OK me and my cousin went she's diabetic and eats slow. The lady said: We close at 9:30 but the website says 10pm. Well we paid $30 and she hasn't finished her food and had only 1 plate. How much  would it be if she takes her plate of food to go? The lady said per pound but we paid and you are closing and she's still on her 1st plate. Oh well we closed. People of color really need to stop eating here especially Black people we spend a lot of money with them from our food, hair, nails !!!!!!! Please I'm Done!!!!",chinese
42,3.0,-UjCvAsvBOr19y8lqPueiQ,"Just got takeout from here, the main appeal of this place will be huge portions at low prices.  I'm a pretty big eater and I couldn't finish the lunch portion General Tso's chicken.  The taste is nothing special, it tasted like any buffet Chinese food.  I might come back whenever I'm feeling hungover and just need greasy food that won't break the bank.",chinese
43,4.0,-UjCvAsvBOr19y8lqPueiQ,"Cash only.  Food's pretty good, decent price.  The atmosphere isn't very good though.

I hate that they use the very cheapest plastic forks; you know the kind that can barley support the weight of the food.  A heavy duty fork costs an extra $0.001 per fork...

It's also kind of weird that there are like two Chinese restaurant right next to each other ""China Garden"" and ""China Buffet"".  I sort of assume they have the same owner and probably the same cooks.  But that's just an assumption.  Not that there is anything wrong with that, it's just a little weird.

And just to be clear, this review is about ""China Garden"".  I looked at some of the other reviews, and I think some people left reviews for ""China Buffet"" under ""China Garden"".  Hence showing the confusion.  I'll probably come back though.",chinese
44,1.0,-UjCvAsvBOr19y8lqPueiQ,This place cannot be saved by the renovation. First off they make you pay as soon as you walk in. Then if you ask for something like fresh rice because the old rice is hard. He literally just dumped the old rice on top of the new rice. This place is nasty.,chinese
45,4.0,zkW7OAv8Cnb-3SxEBOubTQ,"We were looking for a go to Chinese Restaurant in the area and this is the one we decided on keeping. First off, the staff was very friendly and the food came quickly. We have been here multiple times and every time the food was good. It may not be the very best Chinese we've had, but it is consistently good. Hence, why we often return, stress on ""often"".

One thing if you go, remember they only accept cash.",chinese
46,4.0,zkW7OAv8Cnb-3SxEBOubTQ,"Love this place for take out. 

The hot and sour soup is one of the best soups I've ever had !!",chinese
47,3.0,zkW7OAv8Cnb-3SxEBOubTQ,"We live in the area and have ordered from Zhen Choo for years. It is not our only Chinese restaurant so I can't say, we take out often. It can be a hit or miss at times, but have not been overly disappointed yet. It is definitely a local Chinese takeout spot, it is not a restaurant, very few tables and it's not a pleasure to eat there. I like the Chicken & Broccoli/ w Steamed Rice.  The Pepper Steak is good as well. I don't care for the Egg Rolls. The Fried Rice is very good. It is a nice for take-out Chinese. The staff is very friendly, and food is prepared quickly and hot. I would recommend if your looking for a quick take-out.",chinese
48,1.0,zkW7OAv8Cnb-3SxEBOubTQ,I've tried three different meals from here in the past year. Although I can get past the fact that they do not accept credit/debit. I cannot get past how basic the food was and not really flavorful but more commercially produced.i was not pleased.  Maybe I'll try it one more time on a different day but none of those situations should matter. Consistency is key.,chinese
49,5.0,zkW7OAv8Cnb-3SxEBOubTQ,Best hot n sour soup I've been able to find in the Pittsburgh area. Great tasting food. Only thing that kinda sucks is they only take cash no debit cards.,chinese
50,4.0,N0L1C5K9ViBD58vig5sahw,"Went for lunch - I think its all that they serve. 

Nothing more to say than - good food - decent price - and fast... 

Lunch with a drink was $8 and the portion was big.  Would compare the food to a Panda express with a little more of an authentic touch.",chinese
51,1.0,N0L1C5K9ViBD58vig5sahw,"Wow - I can certainly understand why this establishment will be shutting down soon.  Quite simply, the food was cold, stale, and unappealing.  I stopped here in a hurry, but I really wished I would have reconsidered.  With the many options for food in and around Market Square, keep walking past this place.",chinese
52,5.0,N0L1C5K9ViBD58vig5sahw,Excellent food fair priced large portions. Think its lunch only but so good.  Worth the time if youre hungry. Friendly staff. Food was hot also not warm very good on a cold day.,chinese
53,5.0,fjE-jiwnTQysz-rLl6YMQg,"Been eating their food, take-out, for about eight years. Consistently quite good, fast, and reliable. Have never made a mistake on my order. Large and hot! dinner portions come with choice of steamed, brown, or fried rice.  Broccoli in garlic sauce is a favorite - never mushy! 
Kitchen is in full view of the take-out counter. 
Ambiance is red, pretty neat, especially at night. 
Staff always courteous. 
Price is right. 
Perfect Chinese take-out for just me or my family of four.",chinese
54,2.0,fjE-jiwnTQysz-rLl6YMQg,"Yikes. Let's just say the Amazing Wok is NOT amazing. I should have known better because I read the reviews beforehand but I chose to listen to the wrong ones. Do not gamble on your dinner like I did - please go elsewhere.

I wanted some comfort food - you know, old school American Chinese food loaded with who knows what that just hits the spot. A simple mixed veggies with chicken in brown sauce, wonton soup and a shrimp egg roll. My fave place, My Thai, wasn't delivering, so I rolled the dice with this place. And simple is what I got...to the point of being bland and tasteless. My meal was impressively devoid of flavor.

The Good: The food was well-made. I saw actuality shrimp in the egg roll, the outside crust of the egg roll was made with real wonton wrappers, not that deep fried stuff, the veggies were fresh, the soup had actual shredded cabbage in it, and I think the meal was moderately healthy. So they get two stars for good quality and preparation.

The Bad: When I bit into my egg roll I thought ""uh oh."" It wasn't terrible, it was just flavorless. I tried adding duck sauce but that didn't really help, and the only flavor that I could taste was actually the slightly buttery taste of the wonton wrapper. This trend continued to the main dish, which had a brown sauce with barely any flavor either. The most I could taste was a slight sweet quality but it was so underwhelming I found myself wishing I'd ordered plain steamed veggies so I could have made my own sauce at home. Salting it would not have helped because the sauce had a flat quality about it and would have required a mix of ingredients to give it depth.

The Ugly: Weirdly, after all of this terribly bland food, the wonton soup was like drinking salty bathwater. It's like they held back on salting anything and then accidentally poured the whole shaker into the soup. I was starving and I ate that before my main meal or else I might have been unable to consume it. I was so disappointed too because it was texturally a perfect wonton soup - the wontons weren't too thick or chewy, the broth had thin slices of pork and shredded cabbage in it and it would have been the best part of the meal if it hadn't been oversalted.

Anyways, I was terribly disappointed and felt led astray by all of the great reviews. I should have listened better to the reviewers who called it bland. I took a chance and wasted $20. Don't make my mistake.",chinese
55,2.0,fjE-jiwnTQysz-rLl6YMQg,"Amazing Wok is... anything but amazing.  My wife has been wanting to try this place ever since The Great Wall closed in Mt Oliver.  
We ordered General Tso's chicken, Combo Lo Mein, Teriyaki Chicken on a stick, fried rice, won tons, and 3 egg rolls.  The won tons were very good but it went down hill from there.  The Tsos chicken was a bit soggy, the lo mein was also.  The fried rice was average and the egg rolls were rancid.  Not just soggy, not just cold, but had a slight bleachy smell and an off-putting taste.  My wife couldn't swallow her first bite, I mistakenly did.  Luckily I didn't get sick, but that really tainted the rest of our meal...
I called the restaurant and told them about the egg rolls, and she seemed concerned, so hopefully they took care of them.  
We, on the other hand, will never go back.  :(",chinese
56,5.0,fjE-jiwnTQysz-rLl6YMQg,"We love Amazing Wok. It's the only Chinese place we will order from. They give you so much food we always have left overs. Their prices are great as well. We've never had a complaint or problem (we have a picky child who loves the chicken with mixed vegetables but only the vegetables broccoli, baby corn and water chestnuts and they always make it the way she loves!). We order about once a month  for the past decade and we will continue to do so because it is the best!",chinese
57,1.0,fjE-jiwnTQysz-rLl6YMQg,This food is tasteless lol how are these other reviews giving this a 4 or 5?? I'm from out of town and it seems like the food was just smushed together and soaked in tasteless sauce. Best thing was the soda from Pepsi.,chinese
58,5.0,XKOAi4J47i-YEhhHfKkPRQ,"I would agree with the negative comments about eating in and the buffet BUT as a take out place this place is really really good!  

I've never had a bad meal from this place and the prices are very reasonable. The ""combos"" are always available and include the main dish, fried or white rice and an egg roll all for $8 to $9. 

Try it, you won't be disappointed!!!!",chinese
59,1.0,XKOAi4J47i-YEhhHfKkPRQ,"I stopped in here two different times for lunch. Both times I got buffet, once I sat in and once for takeout. Both times  the food was mostly kind of old looking and most of it didn't taste great. Both times I spent the rest of the evening and the following day with gut wrenching stomach cramps. The first time I figured maybe it was coincidental. The second time I decided not to go back.",chinese
60,5.0,XKOAi4J47i-YEhhHfKkPRQ,"This is one of my favorite places to get Chinese takeout. Every time I call, they get my order correct and it is always ready when they say it will be ready. Their prices are fair and the food is always excellent. They have a diverse menu with many different options available. I have to say that I have never been disappointed for any takeout or dine in order. Highly recommend!",chinese
61,5.0,XKOAi4J47i-YEhhHfKkPRQ,"We moved to Glenshaw a little over two years ago, this was the first place we called to get dinner our first night in the new house.
Ever since the husband/wife remember us and always give us a little something extra! The food is always hot, good and super quick!!",chinese
62,2.0,XKOAi4J47i-YEhhHfKkPRQ,"First off, I didn't get sick so that was a good thing.  Stopped in the other day and ordered some Beef Fried Rice, Sweet & Sour Chicken, and an Egg Roll to go. The place looked semi clean but had a very large fly population flying around everywhere including in the open buffet.  The food tasted alright (nothing really special) and the staff were very nice. I don't know that I would recommend a visit, but if you do come, bring your own fly swatter.",chinese
63,5.0,NG5qynmV0kzxQMFJG7mhEw,"I order from here at least once a month for my son who says today's lunch of General Tso's (lunch special) that included fried rice, egg roll and a cheese wanton.  Then I added a small chicken lo mein.  

They told me 30-40 minutes and it was at his door in 26 minutes, steaming hot and 'Amazing' as he put it.  

HKT- we will continue to be loyal customers.",chinese
64,4.0,NG5qynmV0kzxQMFJG7mhEw,"This has to be my favorite Chinese food restaurant ever! The rice is so amazing and the vegatables are cooked just right! My favorite food there is probably the orange chicken. It has a good taste and is good if you are the type of person who doesnt typically like anything too spicy. The crab ragout is just a party in my mouth. Therefore, this is the best Chinese place ever though it doesnt have any big fancy lights or decorations on it.",chinese
65,2.0,NG5qynmV0kzxQMFJG7mhEw,"Decided to try Hong Kong Taste out today.  I ordered the sweet & sour chicken, vegetable fried rice, and an egg roll.  Everything tasted bland and had a soggy texture to it. Was it edible? Yes, but not enjoyable at all.  I don't think I will be ordering from here very often.  I don't recommend a visit if you can help it.",chinese
66,4.0,NG5qynmV0kzxQMFJG7mhEw,"Much better than people are giving it credit for. The black pepper chicken is excellent, and pretty much everything else is decent enough if a little on the boring side, given that it's pretty much the same standard Chinese recipies you expect in a typical Chinese restaurant. Everything is reliably tasty. It has become my goto takeout joint. And they always deliver quickly.",chinese
67,2.0,NG5qynmV0kzxQMFJG7mhEw,"Edible, inexpensive, chinese-ish food.  If you enjoy chinese-ish food, you won't hate this place.  I didn't.  And...literally the best chinese food in all of Etna.  That said...of course...ONLY chinese food in Etna.  

Still...

Fast, cheap, open...it filled my belly and nothing came back up!  YAY!

Bland, blah, good option if you haven't eaten and you're walking in Etna and the other places are closed.",chinese
68,5.0,e7M2GgkCfDYTxdPN1LL1sQ,"My coworkers and i had a sudden hankering for Chinese. I'm so glad someone introduced me to Wai Wai! 

Prices are excellent, especially for combos. There's a nice variety of dishes and plenty of options for sauces, sides, etc. 

I got the chicken and broccoli with the black bean sauce. So yummy! And so filling! I wish there had been more sauce but otherwise it was cooked to perfection. 

This is our new go to spot for Chinese delivery.",chinese
69,1.0,e7M2GgkCfDYTxdPN1LL1sQ,"May have been the worst Chinese food I have ever eaten!
Chicken was a mass of gristle attached to meat so dried out I threw it away. Even the hot & sour soup was full of tough stringy vegetables. (I have eaten hot & sour many times & not encountered anything like this.). Didn't expect gourmet quality food but didn't anticipate any this bad. Stay away.",chinese
70,2.0,e7M2GgkCfDYTxdPN1LL1sQ,"I'm giving Wai Wai 2 stars because I've had delicious food here in previous visits. However, the most recent time I've stopped in, my food was not good at all. I ordered General Tso's chicken and I was surprised at the lack of quality. The general tso's sauce was  not flavorful and very runny. Also, usually General tsos chicken comes with broccoli. This dish came with carrots and peas that definitely came from a freezer bag because the carrots were chopped up into little squares. I hardly ate my dinner and our waiter didnt say anything about it. He asked if i wanted to take it home and I said no, he just took the plate and handed us our check. 

I may try Wai Wai again because of past visits, but I was just very surprised to see the quality of food deteriorate like it did.",chinese
71,4.0,e7M2GgkCfDYTxdPN1LL1sQ,"Good food, decent prices, very cute restaurant! My food was ready in no time and I was impressed by how delicious it was.",chinese
72,5.0,e7M2GgkCfDYTxdPN1LL1sQ,"We ordered take out for lunch to our office yesterday, it came earlier than they quoted us for! The lunch specials are a great deal- I got #14 chicken & veggies.  Delicious & not too heavy! I would order from here again !",chinese
73,4.0,i17-RGooGWIad0y5YtaBtQ,"I'm at the children's hospital with my son and was craving General Tso's so I decided to give this place a try.  I called and placed my order with a very nice lady.  My order arrived as requested (extra spicy, hold the broccoli) and it was nice and hot.  The fried rice and the egg roll were both great.  The General Tso's was good, but not really sweet like I've had pretty much everywhere else I've ever eaten it.  It had more of a tangy flavor with a faint sweetness in the background.  Perhaps that was because ordered it extra spicy?  I don't know, because when I order it that way at other places, I usually see more hot pepper flakes.  Anyhow, it wasn't bad and I'm not unhappy, but it was definitely not what I was expecting.

Secondly, to reach the minimum $12 purchase to qualify for delivery, I added chicken strips to my order.  I figured I'd just eat them tomorrow for dinner over my salad.  The ""chicken strips"" weren't strips at all.  They were exactly the same chicken they use for sweet and sour chicken.  See photo.  Again, it's not a big deal, I'll still carry on as planned with them.  Figured I'd mention it because if you try and pass those off as ""chicken fingers"" to your picky toddler, you may as well plan for the meltdown that will follow.  Haha! 

The delivery driver was very courteous and prompt.  If I have another craving for Chinese food, I'll probably try a different place (because I always order General Tso's), but I wouldn't be opposed to ordering from here again if I decided to venture from my usual dish.",chinese
74,4.0,i17-RGooGWIad0y5YtaBtQ,"I ordered Chicken broccoli and egg drop soup for delivery. It arrived within 30 minutes!  The large chicken broccoli came in a brown sauce and included carrots. Really tasty and the sauce had soy sauce, oil and garlic flavors. It also included rice. The egg drop soup was good and included crunchy noodles. It arrived quickly and the soup was so hot I had to put ice cubes in it to eat it.",chinese
75,5.0,i17-RGooGWIad0y5YtaBtQ,We are currently staying at Ronald McDonald house and this place isn't far from there. Ordering was easy and delivery was fast. The food was really good. There was some odd things in on of the appetizer. But we all were nice and full and the price isn't bad at all.,chinese
76,1.0,i17-RGooGWIad0y5YtaBtQ,Only Chinese I order and got sweet and sour chicken delivered and it was so over cooked and tasted burnt so when I called they wanted me to drive there to pick new food up when I got it delivered. Never again,chinese
77,4.0,i17-RGooGWIad0y5YtaBtQ,"This order is based on delivery (yelp). During the most recent snow storm we had I didn't want to leave the house so I ordered Chinese through yelp. My food arrived within the time slot given to me, and my driver was very friendly and quick.

The food was warm, and delicious. I got the sweet and sour chicken, and the sauce came on the side. I enjoy when they do this because I can use the leftover sauce to dip my egg roll in. 

A few negatives included: no fork or napkins in my delivery order, thankfully I was at home and had some on hand. They also didn't read my special request, in which I requested duck sauce on the side. Thankfully, I had the sweet and sour sauce to hold me over.

Overall, I will order from them again!",chinese
78,5.0,I_vzg2V92U7wdD61tvGtpg,"Came in here with my dad on short notice and came out feeling completely impressed; which is good since they are one of the very few Chinese restaurants in the area.

We ordered the Kung Pao Shrimp which is one of my favorite ""go-to"" dishes. The service was quick and efficient and the overall portion was enough to feed us both. In addition to the generous portion we both liked how they did not skimp on the peanuts or shrimp - the peanuts were not too salty and the shrimp was thick and tender. We both also really liked the sauce - it had the perfect amount of kick. The vegetables it came with - the celery, carrots, water chestnuts, mushroom and zucchini - were all cooked to the perfect amount of crispiness. The dish had everything you could want in Kung Pao Shrimp. 

We will definetly come back here if we end up finding ourselves in the area and craving Chinese food again!",chinese
